number,value,datetime_start,datetime_complete,duration,params_d_period,params_ema_period,params_k_period,params_left_bars,params_max_separation,params_min_close_ratio,params_min_separation,params_overbought,params_oversold,params_right_bars,params_rr_target,user_attrs_avg_profit_factor,user_attrs_avg_quarter_return,user_attrs_full_total_trades,user_attrs_max_drawdown_pct,user_attrs_max_quarter_drawdown_worst,user_attrs_min_profit_factor,user_attrs_min_trades_per_period,user_attrs_positive_ratio,user_attrs_profit_factor,user_attrs_q_2024-Q1_drawdown,user_attrs_q_2024-Q1_pf,user_attrs_q_2024-Q1_return,user_attrs_q_2024-Q1_trades,user_attrs_q_2024-Q2_drawdown,user_attrs_q_2024-Q2_pf,user_attrs_q_2024-Q2_return,user_attrs_q_2024-Q2_trades,user_attrs_q_2024-Q3_drawdown,user_attrs_q_2024-Q3_pf,user_attrs_q_2024-Q3_return,user_attrs_q_2024-Q3_trades,user_attrs_q_2024-Q4_drawdown,user_attrs_q_2024-Q4_pf,user_attrs_q_2024-Q4_return,user_attrs_q_2024-Q4_trades,user_attrs_q_2025-Q1_drawdown,user_attrs_q_2025-Q1_pf,user_attrs_q_2025-Q1_return,user_attrs_q_2025-Q1_trades,user_attrs_q_2025-Q2_drawdown,user_attrs_q_2025-Q2_pf,user_attrs_q_2025-Q2_return,user_attrs_q_2025-Q2_trades,user_attrs_total_return_pct,user_attrs_total_trades,user_attrs_win_rate,state
120,-9999.0,2026-04-28 13:17:30.725880,2026-04-28 13:17:38.387716,0 days 00:00:07.661836,2,53,13,6,53,0.95,8,81,14,5,2.4800000000000004,2.72685721483124,1.3824948126343088,57,-2.046896850902825,-2.046896850902825,0.3268400702535213,4,0.6666666666666666,2.4533778408797864,-2.046896850902825,5.0,5.211677600000031,14,-0.8571059377091714,1.2167149388761025,0.31761075160348096,13,-0.6480793440029442,0.4363414813183653,-0.29100985553563996,4,-0.7003293871120221,4.381246798539452,2.3584200291716817,10,-1.1548756764237205,0.3268400702535213,-0.9713453044219666,8,-0.5694826576049954,5.0,1.6696156549882657,8,8.455374399999993,57,0.47368421052631576,COMPLETE
121,-9999.0,2026-04-28 13:17:38.392530,2026-04-28 13:17:46.021399,0 days 00:00:07.628869,2,38,13,6,44,0.85,9,90,11,4,2.7600000000000002,1.9059265192879706,1.0140468568823113,78,-1.4996142862740254,-1.454385412868178,0.9319983530057825,10,0.8333333333333334,1.764629461011833,-1.454385412868178,0.9319983530057825,-0.07927359999995165,10,-0.8949647108133955,3.841056187277859,2.895570222756083,16,-0.9347864857924911,1.9665502333111207,0.9871947284938454,14,-1.36917284338403,1.5770125846946175,1.0638020780010082,14,-1.0410431237297872,1.2339232480053162,0.4640790135998607,13,-0.526846878848956,1.8850185094331273,0.7529086984430222,11,6.214204800000012,78,0.48717948717948717,COMPLETE
122,-9999.0,2026-04-28 13:17:46.026303,2026-04-28 13:17:53.685239,0 days 00:00:07.658936,2,32,13,7,42,0.85,9,90,11,5,2.3800000000000003,2.037607847034042,0.8999467988858921,64,-1.3471923151478356,-1.3471923151478356,0.9156462478902885,7,0.8333333333333334,1.7603907867244664,-1.3471923151478356,0.9156462478902885,-0.11895060000001179,11,-0.7871354100481752,2.296746104756435,2.2439521945991636,15,-0.47575030825327036,3.9967966895490563,0.914806172209981,7,-0.540544408360057,1.380697701966328,0.37422365272219427,8,-1.0491869089289332,1.6155301350428313,1.1324345586959161,12,-0.43010024196779784,2.020230202999311,0.8532148150881103,11,5.50621019999995,64,0.453125,COMPLETE
123,-9999.0,2026-04-28 13:17:53.689969,2026-04-28 13:18:01.348202,0 days 00:00:07.658233,2,42,14,5,46,0.85,9,90,12,4,2.74,1.8786374315859906,1.0251683328940813,83,-1.7336542878464964,-1.7336542878464964,0.9794871594112003,9,0.8333333333333334,1.6288600529008048,-1.7336542878464964,2.565852720549405,2.22311940000004,14,-1.6914706775029407,1.2733033368302673,0.5555786238313765,17,-0.8666379694851394,0.9794871594112003,-0.03058515332288181,14,-1.3815116481432985,1.7518752573845928,1.3680801187623048,15,-1.0515576296345597,1.079599842477691,0.1804634938618488,14,-0.5995935321274107,3.621706272862788,1.854353514231799,9,6.288506200000121,83,0.42168674698795183,COMPLETE
124,-9999.0,2026-04-28 13:18:01.353198,2026-04-28 13:18:08.980416,0 days 00:00:07.627218,2,42,14,6,42,0.85,9,88,12,5,2.7800000000000002,1.5260424162515616,0.5461056491270192,94,-2.910808964194942,-2.6075109241823085,0.1958992219795081,12,0.8333333333333334,1.2902232833646055,-1.7242119985149553,2.914379580421509,2.813314800000044,16,-1.0892999584043388,1.2059236402119724,0.5166712123165773,21,-0.45961876646185423,1.7153119833306842,0.6112209822257242,12,-0.5360958093139816,2.0593602965438143,1.4512586704349628,14,-2.6075109241823085,0.1958992219795081,-2.236835455786279,14,-1.0452124328128294,1.0653797750218807,0.1210036855710861,17,3.2504050000000895,94,0.40425531914893614,COMPLETE
125,-9999.0,2026-04-28 13:18:08.985148,2026-04-28 13:18:16.589757,0 days 00:00:07.604609,3,45,13,5,40,0.85,13,90,11,3,2.8,1.8435145102275667,0.5553147279077167,53,-2.196570251921099,-1.723558806324864,0.0,7,0.6666666666666666,1.527709299855091,-1.552665529065082,0.0,-1.33934,7,-1.723558806324864,0.6398435279760779,-0.43673334437451805,9,-0.5544435692255953,2.2554188580014856,1.0886882201583736,10,-0.823946209023605,5.0,2.7854164211124965,9,-1.0631189521385451,1.383592860909887,0.5416034129123615,11,-1.678590938770377,1.7822318144779488,0.6922536576375871,7,3.3282520000000426,53,0.4339622641509434,COMPLETE
126,-9999.0,2026-04-28 13:18:16.594563,2026-04-28 13:18:24.183825,0 days 00:00:07.589262,2,56,12,5,40,0.8,16,88,12,3,2.56,1.3039553361872331,0.5089211711454636,68,-1.8114619901515219,-1.8114619901515219,0.25783315390995276,8,0.3333333333333333,1.3355882057558572,-1.4459086982864346,2.6548101553525756,2.693882000000003,14,-0.8115271572323498,0.6151846488052221,-0.33119324479328194,9,-0.8711099248467625,0.25783315390995276,-0.821726475043616,8,-1.1983977827479964,2.5411397088010763,1.9123227172047175,14,-1.4331348377446065,0.9434695345607255,-0.15344334481919297,15,-1.8114619901515219,0.8112948156938452,-0.2463146256758475,8,3.040774800000001,68,0.36764705882352944,COMPLETE
127,-9999.0,2026-04-28 13:18:24.188711,2026-04-28 13:18:31.714909,0 days 00:00:07.526198,3,42,14,6,41,0.85,16,86,10,3,2.54,2.1613293298671215,0.4973272087846962,40,-2.0503600496763674,-2.0503600496763674,0.2680569570579742,4,0.5,1.715976889777039,-0.7954761053604724,0.2680569570579742,-0.6528199999999762,7,-2.0503600496763674,0.8356485325825773,-0.1856769361747057,9,-0.43783584575737616,3.6728693519031,1.3624899210101349,7,-0.8212803454773453,4.9326933621153985,1.8125075867693408,6,-0.460896868841784,2.747469049413188,0.9517061847519992,7,-0.611248856548325,0.5112387261304909,-0.30424350364861574,4,2.995239199999933,40,0.45,COMPLETE
128,-9999.0,2026-04-28 13:18:31.719891,2026-04-28 13:18:39.366000,0 days 00:00:07.646109,3,44,13,5,50,0.85,12,83,12,4,2.68,2.754911258496351,1.1184342360540314,74,-2.48191458306587,-2.2528730541569533,0.29332914287988626,7,0.8333333333333334,1.8574981884490402,-2.2528730541569533,1.447277205531945,0.9479279999999868,14,-1.6949589988389746,1.1608346825432885,0.24699902706279975,14,-0.44293456486347965,3.628026520022983,2.34233081334827,16,-0.6103763156580841,5.0,2.8859171722467547,11,-1.9213230465599145,0.29332914287988626,-1.6670244173402682,12,-0.4197199711168744,5.0,1.954454821006646,7,6.828078000000093,74,0.5,COMPLETE
129,-9999.0,2026-04-28 13:18:39.370856,2026-04-28 13:18:46.993497,0 days 00:00:07.622641,2,57,11,6,34,0.95,10,79,12,4,2.3200000000000003,0.9741249914319083,0.0541797681332871,64,-2.7661555053955773,-2.0615913030849424,0.471034408726465,8,0.3333333333333333,1.0326440736433016,-2.0615913030849424,2.2539087203834143,2.239681600000032,16,-1.2174693286462235,0.8455634570803594,-0.23131566559964067,12,-0.6938970353709528,0.6365846325284052,-0.3389027502643138,10,-1.1066626858899553,1.0130037170037316,0.020304258219505655,9,-1.6393938581166074,0.6246550128690749,-0.7300350310125103,9,-1.047910176250246,0.471034408726465,-0.6346538025433501,8,0.29525520000011074,64,0.359375,COMPLETE
130,-9999.0,2026-04-28 13:18:46.998377,2026-04-28 13:18:54.629190,0 days 00:00:07.630813,2,48,14,5,36,0.85,11,82,15,5,2.46,1.4887109239562355,0.8640979908195772,104,-3.4172745761468204,-2.6046083468000707,0.16297127116542534,12,0.8333333333333334,1.4148026323210159,-2.0458544000696675,3.038940815967715,4.870662599999975,21,-0.7608040650424954,1.5436717672555231,0.947279987911509,20,-0.8529295471579816,1.1099909154823886,0.13152374078031492,12,-0.7003973928246519,2.0515705943466953,1.6614096959897129,17,-2.6046083468000707,0.16297127116542534,-2.4757112147630322,16,-1.1579353961360646,1.0251201795196665,0.049423134998982654,18,5.148472199999921,104,0.4230769230769231,COMPLETE
131,-9999.0,2026-04-28 13:18:54.634049,2026-04-28 13:19:02.260885,0 days 00:00:07.626836,2,40,14,6,42,0.95,14,87,12,4,2.66,1.2120642492053044,0.28385844412074923,21,-1.0096989001661303,-1.0096989001661303,0.0,0,0.3333333333333333,1.6411003426333497,0.0,0.0,0.0,0,-0.9017305341727927,2.1875205197866294,0.8261223999999734,5,-0.17716605456680498,0.9338523544031638,-0.029300144939403694,5,-1.0096989001661303,3.3497393831745037,1.4436934240354082,6,-0.647582672933418,0.0,-0.45324397101069724,2,-0.3204162857181875,0.8012732378675307,-0.0841210433607853,3,1.702698399999969,21,0.42857142857142855,COMPLETE
132,-9999.0,2026-04-28 13:19:02.265739,2026-04-28 13:19:09.936260,0 days 00:00:07.670521,2,40,12,5,44,0.8,10,89,15,5,2.4000000000000004,1.4861667215846552,0.5647247396058042,131,-5.126511110556593,-4.667079413075385,0.18248082195574297,17,0.8333333333333334,1.2013807235769618,-2.1650082305017406,1.6003968038464007,1.658338000000037,24,-0.5741828439266318,2.525262786888636,2.8947158274414964,24,-0.5275991127120806,1.6306089444042462,0.7418261486417999,17,-1.290082212614415,1.1219183050749821,0.40192066171240715,24,-4.667079413075385,0.18248082195574297,-3.90619148777942,21,-1.1085585673044946,1.856332667337924,1.5977392876185048,21,3.2921619999999763,131,0.4122137404580153,COMPLETE
133,-9999.0,2026-04-28 13:19:09.941078,2026-04-28 13:19:17.521238,0 days 00:00:07.580160,2,36,14,6,39,0.85,14,86,11,5,2.46,1.7716056594019987,0.26893663030091813,60,-2.405155536476802,-1.7300677153578699,0.14983884557544835,7,0.6666666666666666,1.235078879056054,-0.3065211496356282,4.791764597020554,1.2293280000000184,9,-1.0943496139970432,1.6107733152072086,1.2249456007452642,17,-0.44762299064934447,1.0320502678616374,0.018741412272027524,7,-0.5401936017586133,2.318588988740809,0.9964244157164126,8,-1.7300677153578699,0.14983884557544835,-1.5401825326665897,9,-0.602455529369037,0.726617942006334,-0.31563711426162433,10,1.5938348000000158,60,0.43333333333333335,COMPLETE
134,-9999.0,2026-04-28 13:19:17.525982,2026-04-28 13:19:25.094805,0 days 00:00:07.568823,3,40,14,6,41,0.85,15,88,12,4,2.5,1.9483227525751727,0.6284201968473532,46,-1.282216254886543,-1.0254898881683916,0.3698821339950172,4,0.5,1.892456676860356,-0.31623723378705815,0.8510193581581023,-0.0694949999999972,6,-1.0254898881683916,2.1735471024162205,1.716202675049061,14,-0.7889271812760213,3.042238299660706,1.3385538948766929,10,-0.6232873978867901,4.332593929368213,1.2908022578664191,7,-0.6577369589779618,0.3698821339950172,-0.4672993040733098,5,-0.6072854887192396,0.9206556918527782,-0.03824334263474727,4,3.8084250000000264,46,0.5217391304347826,COMPLETE
135,-9999.0,2026-04-28 13:19:25.099497,2026-04-28 13:19:32.726758,0 days 00:00:07.627261,2,42,13,5,55,0.9,11,89,14,5,2.3400000000000003,1.4505707919694697,0.3867587944171728,67,-1.3717853829026176,-1.2875156424267569,0.641769785415145,9,0.8333333333333334,1.3409766810098491,-0.9718301937865855,1.3194037206646412,0.30200580000003807,11,-0.8410992560449894,1.6376424905639893,0.9364702056636309,15,-0.46744604565227693,1.6423893455580134,0.48167159031917706,11,-0.7317718102769497,2.414754512092068,1.2012811911835675,9,-1.2875156424267569,0.641769785415145,-0.6447315362599793,10,-0.6073481839869681,1.047464897522963,0.0438555155966025,11,2.3321066000000723,67,0.47761194029850745,COMPLETE
136,-9999.0,2026-04-28 13:19:32.731607,2026-04-28 13:19:40.355978,0 days 00:00:07.624371,2,41,13,5,31,0.95,8,81,15,5,2.2,2.468081704629187,0.36009869245598275,37,-1.6160557077607003,-1.6160557077607003,0.0,3,0.6666666666666666,1.5641479559818683,-0.930795392930042,0.0,-0.5865200000000015,3,-0.6879826581763977,2.87154463275396,1.4807106641876011,8,-0.27674786519755473,2.7305907222003434,0.7384628670049409,9,-0.413075803967893,4.875446984611676,0.9490850916537674,3,-1.6160557077607003,0.0,-1.4168809752141187,6,-0.49185887878969686,4.330907888209144,0.9957345071037071,8,2.1485180000000437,37,0.4864864864864865,COMPLETE
137,-9999.0,2026-04-28 13:19:40.360911,2026-04-28 13:19:48.014937,0 days 00:00:07.654026,3,50,14,7,37,0.8,12,86,10,4,2.7,0.9359212331295937,-0.31770501846725513,89,-4.3952787195409275,-2.679966116508063,0.2274673921692349,13,0.5,0.852028849750776,-2.3766789111416498,0.3423420228408477,-1.6504189999999808,17,-1.3678072529636593,0.8849231319507733,-0.1766504729694307,14,-1.1491152510084823,1.1681689328446716,0.24351610884003616,13,-1.5897241175348975,1.4321365008428553,1.1200913438735194,18,-2.679966116508063,0.2274673921692349,-2.536588201983847,14,-1.6391237088312984,1.56048941812918,1.0938201114361723,13,-1.9461579999998646,89,0.3707865168539326,COMPLETE
138,-9999.0,2026-04-28 13:19:48.019711,2026-04-28 13:19:55.664908,0 days 00:00:07.645197,2,58,11,6,48,0.85,10,88,12,3,2.5,1.2091764453443872,0.14519807611690175,123,-3.2223210148870876,-2.0890677618714286,0.6760987124048397,13,0.3333333333333333,1.0488783857944461,-1.9268112280118261,0.746901784104093,-0.7999650000000358,23,-1.517564677060639,0.9265892502936739,-0.2305644347807112,26,-1.065324955616519,0.6866156858398872,-0.42855851718249793,13,-1.2250473467315026,2.7887844384155103,3.15123727810942,21,-2.0484015644643025,0.6760987124048397,-1.6468832775780484,25,-2.0890677618714286,1.4300688010083198,0.8259224081332839,15,0.8042649999999707,123,0.3902439024390244,COMPLETE
139,-9999.0,2026-04-28 13:19:55.669823,2026-04-28 13:20:03.305794,0 days 00:00:07.635971,2,37,14,5,42,0.8,13,81,15,5,2.2800000000000002,1.4918581081730815,0.5126955264714536,91,-3.233218989781218,-3.233218989781218,0.24175562697319683,13,0.8333333333333334,1.2789147721135037,-0.9222983902997549,1.7413102100539655,0.7548836000000669,13,-0.7904428020761219,2.0086983221615955,1.9237122120003836,18,-0.4817439248039332,1.8444633138886217,0.7147006704566472,13,-1.4513894095614805,1.8769174451791295,1.9131467966035265,18,-3.233218989781218,0.24175562697319683,-2.5382817345678155,15,-0.7639477117650989,1.2380037307819802,0.3080116143359124,14,3.0467032000001115,91,0.4725274725274725,COMPLETE
140,-9999.0,2026-04-28 13:20:03.310730,2026-04-28 13:20:10.923236,0 days 00:00:07.612506,3,40,13,7,51,0.8,10,80,14,5,2.7,2.000139777795042,1.79018484552733,129,-2.6015000510004263,-1.9492563660596622,0.6817561639984624,17,0.8333333333333334,1.7555121040310648,-1.436396585057408,2.2906773073763813,2.9224290000000375,21,-0.8627338911206333,1.9927685942023685,2.375498736043258,24,-0.578961264250578,3.2961183601128576,2.987774675931343,20,-1.3667518695155378,1.8715196245249923,2.265595467205639,25,-1.9492563660596622,0.6817561639984624,-1.1833356190036448,17,-1.1375160713114898,1.8679986165551885,1.373146812987347,22,11.166619999999948,129,0.4883720930232558,COMPLETE
141,-9999.0,2026-04-28 13:20:10.927900,2026-04-28 13:20:18.607461,0 days 00:00:07.679561,3,32,13,7,52,0.85,10,79,13,3,2.7600000000000002,1.790020233876456,0.9428129925367604,75,-1.9051836375658364,-1.9051836375658364,0.33317156789321517,9,0.8333333333333334,1.62742378371998,-1.3386891561511727,0.33317156789321517,-0.8013543999999984,9,-1.9051836375658364,1.6489704287506652,1.3090344048004354,15,-0.49111296013575345,3.2688496089337074,2.0984849427132968,17,-1.360494268531989,3.4239152148097363,2.9044146069572507,12,-1.2944289787857328,1.063695472218713,0.14429269929918664,11,-1.04362082561401,1.0015191106526982,0.0020057014503915838,11,5.740689199999971,75,0.44,COMPLETE
142,-9999.0,2026-04-28 13:20:18.612137,2026-04-28 13:20:26.208202,0 days 00:00:07.596065,3,49,13,7,55,0.8,17,76,10,5,2.54,1.069232124283645,-0.2296591188067132,82,-4.166059342481062,-2.8204833449026747,0.16509898940329626,10,0.5,0.8703220309853411,-0.7863269567205851,1.7383604948215499,0.5867234000000554,10,-1.5060221487394407,0.8016417755601212,-0.3991648066746345,17,-1.109742464426443,1.4299002098527973,0.5848106336279635,14,-1.4850788630109455,1.3539516855083542,0.651531572286812,14,-2.8204833449026747,0.16509898940329626,-2.683836774869708,13,-0.8438191221812823,0.9264395905557491,-0.11801873721076772,14,-1.4109779999999295,82,0.4268292682926829,COMPLETE
143,-9999.0,2026-04-28 13:20:26.212996,2026-04-28 13:20:33.854750,0 days 00:00:07.641754,2,34,11,7,56,0.95,9,80,13,5,2.54,3.1538065730743186,1.225098174843085,31,-0.7271030503432163,-0.7271030503432163,0.0,2,0.8333333333333334,4.603852780926934,-0.3546475866931031,0.0,-0.2556300000000067,2,-0.7271030503432163,5.0,3.05696913018747,5,-0.3477500988589631,2.5008318709118793,0.6406240106685113,7,-0.3325619345868763,5.0,2.590116232463524,5,-0.5470321403213568,1.4220075675340342,0.2564136126700367,6,-0.19593146074585246,5.0,1.0620960630689735,6,7.5338181999999865,31,0.5806451612903226,COMPLETE
144,-9999.0,2026-04-28 13:20:33.859579,2026-04-28 13:20:41.509982,0 days 00:00:07.650403,3,36,10,7,49,0.9,8,80,13,4,2.3600000000000003,2.8981813379472157,1.8518390938883595,80,-1.3805619054476925,-1.1479347336431927,1.1025661868654506,10,1.0,2.612217835478079,-1.1479347336431927,1.1025661868654506,0.1276908000000132,10,-0.5508620985358565,4.500809154066188,3.3366665837459175,15,-0.5884606998492796,5.0,3.5197292380961365,19,-0.6618778364417669,3.2995161864105507,2.2932380409792064,11,-0.9883106053901511,1.4139626367277451,0.8763068830243803,14,-0.5703409820929057,2.0722338636133606,0.9574030174845038,11,11.585058800000049,80,0.575,COMPLETE
145,-9999.0,2026-04-28 13:20:41.514874,2026-04-28 13:20:49.156778,0 days 00:00:07.641904,3,51,13,7,37,0.8,12,84,10,4,2.4200000000000004,0.9632568944100729,-0.1702457472837889,99,-4.177578120735005,-3.1352560662672695,0.45694123471147746,14,0.3333333333333333,0.9263828124514656,-1.9037664985984342,0.45694123471147746,-1.3821985999999842,18,-1.6197616548996177,0.6201423394522915,-0.6483762474144505,14,-1.1008620951749264,0.723983934439527,-0.555511900803185,16,-1.5362936367042497,1.3684681484966221,0.9646780212547945,19,-3.1352560662672695,0.6061372280050561,-1.4885456945208264,16,-1.8558033492690207,2.0038684813554632,2.0884799377809182,16,-1.0663721999998987,99,0.3838383838383838,COMPLETE
146,0.42337543190189286,2026-04-28 13:20:49.161548,2026-04-28 13:20:56.831097,0 days 00:00:07.669549,2,45,14,6,53,0.8,9,86,10,4,2.8,1.5925801773919834,1.4108189371648594,118,-2.2737718080685134,-2.0576227157253975,1.167749212399372,13,1.0,1.591695078938256,-2.0576227157253975,1.7392711171662218,2.1705000000000307,23,-1.0067331483520627,1.167749212399372,0.3799237548999246,20,-0.42514157310788464,1.6884520050892882,0.7122576765084654,13,-1.401637535292379,1.7835252047331105,1.7988684813677214,24,-1.389355116196791,1.601817726287072,1.98749394990958,20,-1.6178417407610195,1.574665798676836,1.4158697603034343,18,8.755318000000134,118,0.3983050847457627,COMPLETE
147,-9999.0,2026-04-28 13:20:56.838757,2026-04-28 13:21:04.536078,0 days 00:00:07.697321,2,36,14,6,53,0.8,8,85,10,4,2.7800000000000002,1.8053210061984377,1.3371472231567854,116,-2.491191853169045,-2.491191853169045,0.9496852406891988,12,0.8333333333333334,1.628073273511715,-2.491191853169045,1.0751735466914216,0.19448900000011982,22,-0.8961910980925685,2.2509571205272447,2.9553926863183477,24,-0.5753662703675436,2.8615478316170186,2.213325447048553,18,-1.6510980322063087,1.6034435007017114,1.7209209610935527,23,-1.614327667197632,0.9496852406891988,-0.1363279038813725,17,-0.8904322245886698,2.0911187969640315,1.0750831483615109,12,8.258592000000187,116,0.45689655172413796,COMPLETE
148,-9999.0,2026-04-28 13:21:04.540999,2026-04-28 13:21:12.232964,0 days 00:00:07.691965,2,47,13,6,60,0.8,11,86,11,4,2.7600000000000002,1.3184398287069554,0.723031850867863,124,-3.8626816616027173,-3.4083188559684103,0.7355255438645794,17,0.8333333333333334,1.2560301101243483,-2.059981230400765,1.6601830588111166,2.0008300000000423,24,-1.3283623931554585,1.1739394629656807,0.3144237159638852,17,-0.5790578971485095,1.1239237332686152,0.2395984154452968,19,-1.4733618887200413,1.7354135954135892,1.6984104050232762,23,-3.4083188559684103,0.7355255438645794,-1.266316120801847,22,-1.6871778965732793,1.4816535779181517,1.351244689576525,19,4.379448800000096,124,0.3709677419354839,COMPLETE
149,-9999.0,2026-04-28 13:21:12.237643,2026-04-28 13:21:19.922735,0 days 00:00:07.685092,2,47,14,5,46,0.8,9,86,10,4,2.8,1.526882200757247,1.3241909538116676,116,-2.557328510224705,-2.0576227157253975,0.8347705274857642,13,0.8333333333333334,1.5550968649880825,-2.0576227157253975,1.861023645004229,2.362580000000025,22,-1.478317967490706,0.8347705274857642,-0.38339987132013365,19,-0.6046727060678999,1.1831029653534602,0.2359200864739508,13,-1.4878815633518874,1.4399380080234383,1.0664755320602959,23,-1.4204862111385081,1.5579436791718468,1.928354009306199,19,-1.6265365452190446,2.2845143795047433,2.735215966349669,20,8.172730000000094,116,0.3879310344827586,COMPLETE
150,-9999.0,2026-04-28 13:21:19.927626,2026-04-28 13:21:27.624737,0 days 00:00:07.697111,3,31,12,7,35,0.95,9,87,12,3,2.62,2.182449617065159,0.2258768211491772,14,-2.298016749216762,-1.5755274672394162,0.0,1,0.5,1.7227624959233758,0.0,5.0,0.5695524000000063,1,-1.5755274672394162,0.0,-0.49785445798602446,1,-0.8177760843033104,0.7797397081245748,-0.16168306116369768,4,-0.34829723110805216,5.0,1.3559909495091782,2,-0.408169719378906,1.7447997411841154,0.22734891412969915,2,-0.3080713622622611,0.5701582530822634,-0.13809381759409822,4,1.3518622000000091,14,0.5,COMPLETE
151,-9999.0,2026-04-28 13:21:27.629637,2026-04-28 13:21:35.325215,0 days 00:00:07.695578,2,32,12,7,54,0.9,8,89,13,4,2.24,3.4322553987182864,1.7427687648462455,62,-1.465893323376441,-1.465893323376441,0.9740998090461039,8,0.8333333333333334,3.3454269895178164,-1.465893323376441,0.9740998090461039,-0.0363503999999959,8,-0.7255141495808234,5.0,4.200867832260413,13,-0.30476327833062294,3.7256345081376154,1.379472684570704,11,-0.6049177055676923,3.6872872526152185,1.8220386334794503,9,-0.5217288898540156,2.206510822510779,1.036807040550114,10,-0.36101609711883753,5.0,2.0537767982167887,11,10.869975199999882,62,0.6612903225806451,COMPLETE
152,-9999.0,2026-04-28 13:21:35.330099,2026-04-28 13:21:42.986348,0 days 00:00:07.656249,2,48,14,6,53,0.95,9,77,10,4,2.7,1.8824022176984767,0.5245436357582992,56,-2.2016822818831363,-1.4787988717986529,0.27320375045078393,5,0.8333333333333334,1.4997376447313477,-1.4787988717986529,0.27320375045078393,-1.007702999999982,10,-1.195406796010655,1.2054581630069339,0.28686474463768263,12,-0.43099189542944893,1.62773769321176,0.42503510229550123,9,-0.7004632224628178,5.0,2.6937248534903757,10,-1.0665579273605914,1.1905108704002278,0.3633210581522439,10,-0.3160375048734319,1.997502829121154,0.386019055973974,5,3.1524650000000376,56,0.44642857142857145,COMPLETE
153,-9999.0,2026-04-28 13:21:42.991101,2026-04-28 13:21:50.654909,0 days 00:00:07.663808,2,42,12,6,52,0.85,11,84,10,3,2.64,1.5337942523089314,0.589376296104834,88,-2.0936535777393916,-2.0456109354981655,0.25528209027733306,14,0.6666666666666666,1.3306964495895424,-1.5781877253700398,0.25528209027733306,-1.4102872000000155,14,-2.0456109354981655,1.279287425749032,0.4811921918897122,15,-0.42135613818233864,2.8790835710244256,1.6426028108978974,14,-1.2135061699297423,1.7631603468623203,1.477111209379256,16,-1.7566580431226282,0.9480305310022606,-0.14839770084310588,15,-1.0337645013592185,2.077921548938216,1.4940364653052596,14,3.5513624000000688,88,0.4318181818181818,COMPLETE
154,-9999.0,2026-04-28 13:21:50.659623,2026-04-28 13:21:58.309178,0 days 00:00:07.649555,2,46,13,7,50,0.8,9,82,14,5,2.24,1.4708887951830578,1.0658593502175628,152,-3.805478673742272,-3.6705536882142766,0.5956531439145787,17,0.8333333333333334,1.3479923128143219,-2.051894556924857,2.8973016681053316,5.143319199999996,27,-1.6297746541091533,1.1628655145047253,0.4625689998190685,31,-1.2354746879757488,1.2790034917296667,0.45462942027141295,17,-1.1963957935986722,1.361454993174688,1.0181383333878857,26,-3.6705536882142766,0.5956531439145787,-2.032371063961913,25,-1.0660577596439182,1.529053959669359,1.3488712117889268,26,6.428218399999985,152,0.47368421052631576,COMPLETE
155,-9999.0,2026-04-28 13:21:58.314012,2026-04-28 13:22:06.003042,0 days 00:00:07.689030,3,39,12,7,56,0.9,8,87,14,4,2.24,2.4576793609335845,1.1485824893298948,63,-1.2786716895696078,-1.0569463449796506,0.9962808113043119,6,0.8333333333333334,2.2084163642982633,-1.0569463449796506,1.507267844165749,0.32109040000003475,6,-0.5585788528789523,4.390537814832362,1.933619732665881,11,-0.8553025785712901,2.22789247121172,1.2189599063136658,15,-0.910715504171115,3.1243390202876777,2.3914849389220505,11,-1.0304093349589816,0.9962808113043119,-0.006091931714491405,9,-0.5928794968331297,2.499758203799689,1.032431889792229,11,7.070480400000001,63,0.5714285714285714,COMPLETE
156,-9999.0,2026-04-28 13:22:06.007800,2026-04-28 13:22:13.639640,0 days 00:00:07.631840,2,45,14,7,43,0.9,9,90,10,4,2.7800000000000002,1.4550805119607089,0.3743865397060897,68,-2.0640910564118484,-1.9078910226905426,0.4834192050494335,8,0.6666666666666666,1.268115346289502,-1.445984499484016,0.8230059126454555,-0.2412747999999576,12,-1.1008327393779853,1.2166439147877075,0.41520979660640833,16,-0.35194192038971744,1.457010912325146,0.2667347271009479,8,-0.6949468666710088,3.740383572975748,2.506640144783856,12,-1.4179688134873687,1.0100195539807617,0.020653898614986232,12,-1.9078910226905426,0.4834192050494335,-0.7216445288697027,8,2.235923800000128,68,0.4264705882352941,COMPLETE
157,-9999.0,2026-04-28 13:22:13.644402,2026-04-28 13:22:21.362127,0 days 00:00:07.717725,2,45,14,6,48,0.8,8,87,10,3,2.72,1.046360280563298,-0.04623070597479425,142,-3.527536454603698,-2.675299346077136,0.6600169740371686,16,0.3333333333333333,0.9840094217444845,-2.504756901954206,0.6977632533516605,-1.3456395999999482,34,-2.675299346077136,0.6600169740371686,-1.1125930932495809,25,-1.0264381867179924,0.8820634431783301,-0.21981710606338023,18,-1.412978259808078,2.0192833876221274,2.147376590855754,21,-2.4547127207619948,1.0702978489590103,0.391154216849543,28,-1.9425653519658772,0.948736776231492,-0.1378652442411532,16,-0.31608639999985977,142,0.34507042253521125,COMPLETE
