candidate_name,total_periods,positive_periods,positive_ratio,total_return_sum,total_trades_sum,avg_quarter_return,median_quarter_return,min_quarter_return,max_quarter_drawdown_worst,avg_profit_factor,median_profit_factor,min_profit_factor,min_trades_per_period,avg_trades_per_period,long_trades_total,short_trades_total,walk_forward_score
aggressive_ema34_A,8,8,1.0,23.55610000000008,166,2.94451250000001,2.9709179999999558,0.7192720000000374,-1.8193261993587058,2.9026377464675823,2.8735338690114722,1.3462016451596044,14,20.75,89,77,0.5482186971329701
robust_ema55,8,8,1.0,30.115480000000172,235,3.7644350000000215,3.330612000000066,2.496449999999939,-1.6296767164871546,2.7525949941548884,2.3026227689515553,1.9815629742033434,20,29.375,120,115,0.621676935093443
stable_ema34_B,8,8,1.0,20.938510000000043,166,2.6173137500000054,2.5788699999999776,0.46501000000003234,-1.8550569477514298,2.765103572033264,2.8118035709985634,1.2238196774178223,14,20.75,89,77,0.5264520934596191
