ema_period,lookback_bars,min_close_ratio,left_bars,right_bars,rr_target,total_periods,positive_periods,positive_ratio,total_return_sum,total_trades_sum,avg_quarter_return,median_quarter_return,min_quarter_return,max_quarter_drawdown_worst,avg_profit_factor,median_profit_factor,min_profit_factor,min_trades_per_period,avg_trades_per_period,long_trades_total,short_trades_total,plateau_score
50,20,0.75,4,4,2.0,8,8,1.0,22.385620000000017,258,2.798202500000002,2.606280000000072,0.37242000000001774,-1.6168897171836363,1.9416101763962,1.866714192130698,1.1271926229508276,26,32.25,141,117,0.518029840151925
55,20,0.75,3,3,2.2,8,8,1.0,25.228374000000244,306,3.1535467500000305,3.6612330000000304,0.25229399999997515,-2.1728058218952153,1.8165029731061781,1.9241092215694904,1.057102699032419,29,38.25,154,152,0.5168516300071306
55,24,0.85,4,3,2.0,8,8,1.0,18.066160000000142,180,2.2582700000000178,2.151965,1.6062300000000196,-1.9484664504113434,2.250885314054274,1.9572349722483011,1.7773139952250459,15,22.5,87,93,0.5166425932596594
50,28,0.8,3,3,2.4,8,8,1.0,21.954650000000008,238,2.744331250000001,3.1631230000000676,0.7046799999999687,-1.7304394023869796,1.9636710572010925,2.089310941708322,1.243945331431648,19,29.75,121,117,0.5166191066053857
50,28,0.8,3,3,2.0,8,8,1.0,21.66542000000007,238,2.7081775000000086,2.1853550000000665,0.33313999999997623,-1.692213668693664,2.0749326566619803,1.9429790914033411,1.1199493040103001,19,29.75,121,117,0.516328861650043
50,24,0.8,3,3,2.0,8,8,1.0,21.108930000000072,215,2.638616250000009,2.6011750000000666,0.557950000000007,-1.4638005473201232,2.2290692796927263,2.189937080573275,1.198461959827404,17,26.875,108,107,0.5162314271411322
50,20,0.8,3,3,2.0,8,8,1.0,21.526760000000113,245,2.690845000000014,2.7254000000000556,0.31364999999998755,-2.1064610195790956,2.033166766658545,1.9379134780378675,1.1026452463780345,21,30.625,119,126,0.5159571930901536
55,20,0.8,4,3,2.4,8,8,1.0,22.632910000000273,266,2.829113750000034,3.1450260000000285,0.6170420000000121,-1.985225594180898,1.8762744961342692,1.8379621144246214,1.1452290673727614,23,33.25,133,133,0.5145701720307204
55,20,0.8,4,4,2.0,8,8,1.0,20.116240000000097,217,2.514530000000012,2.4495650000000646,0.012659999999997673,-1.363205494315527,2.1133886953033114,2.0149202112429,1.0050926410130618,20,27.125,121,96,0.5144930129341108
60,28,0.75,4,4,2.2,8,7,0.875,27.93730400000036,281,3.492163000000045,3.2837950000000893,-0.27805399999996094,-1.524296435459215,2.103965449294913,1.871276964374755,0.922639000178073,29,35.125,147,134,0.5142472402945738
55,20,0.85,3,3,2.2,8,8,1.0,19.914772000000134,195,2.489346500000017,2.44760599999998,1.9269679999999845,-1.6856801295075645,2.131732922839174,2.1597396855396642,1.6551215581748702,15,24.375,96,99,0.5140435028214162
55,20,0.8,3,3,2.0,8,8,1.0,19.98016000000018,255,2.4975200000000224,2.452405000000013,1.184119999999944,-2.1064610195790956,1.8660071064619448,1.8273191389866896,1.4056358435189642,21,31.875,129,126,0.513919083965961
55,20,0.75,3,3,2.4,8,8,1.0,24.5481700000002,305,3.068521250000025,3.5109750000000273,0.7077979999999817,-2.665876349715359,1.7548837341094945,1.8158150663965476,1.16019872121314,29,38.125,153,152,0.5128783913054243
50,24,0.8,4,4,2.0,8,8,1.0,18.659729999999985,184,2.332466249999998,2.3683900000000313,0.38186000000002274,-1.2515028487056208,2.340468741821834,2.4519882148240457,1.1776836815411151,17,23.0,104,80,0.5128472576092082
60,20,0.8,3,3,2.2,8,8,1.0,22.001870000000558,253,2.7502337500000698,2.9532520000000617,0.4987640000000404,-2.338746200938368,1.892573538268807,1.8312486166216453,1.1801053699684747,21,31.625,123,130,0.5126461732074896
55,24,0.8,3,3,2.4,8,8,1.0,21.151716000000164,224,2.6439645000000205,2.550268000000022,0.7138919999999827,-1.9575949058780906,2.0868732154545033,1.9499165990772065,1.2070032186041064,18,28.0,115,109,0.5121547499874997
60,28,0.8,4,3,2.0,8,8,1.0,21.098610000000217,248,2.637326250000027,2.287380000000039,1.0817399999999866,-2.7410896610348408,1.8630759567770818,1.7772057586243428,1.333093153013338,20,31.0,124,124,0.5118918631542143
60,20,0.85,4,3,2.2,8,8,1.0,19.853650000000364,200,2.4817062500000455,2.4931330000000473,1.2578519999999926,-2.116594217580301,2.2320192222707407,2.0969072357886427,1.3419832468305664,16,25.0,97,103,0.5091485073988595
50,20,0.85,4,3,2.2,8,8,1.0,20.278392000000036,196,2.5347990000000045,2.9632760000000036,0.5052359999999645,-1.40318283462101,2.0738211720913178,2.083658524199368,1.2667631141265692,17,24.5,97,99,0.5083896389965237
60,20,0.8,4,3,2.0,8,8,1.0,21.193010000000424,263,2.649126250000053,2.821255000000089,0.5555100000000035,-2.3643631572482864,1.8353022871180635,1.8055037686150865,1.2116978586699216,21,32.875,128,135,0.5078850004164602
55,20,0.75,3,3,2.0,8,8,1.0,22.732620000000225,306,2.841577500000028,3.2299900000000936,0.4464699999999766,-1.9840034984582307,1.7610765870389327,1.8288237799829417,1.1072809363503677,29,38.25,154,152,0.5076723743136711
