timestamp,action_name,ema_slope,price_position_vs_channel,channel_width,above_ratio,below_ratio,stoch_d,stoch_slope,atr_14,atr_pct,volume_zscore,hour_of_day,day_of_week,recent_5_trade_avg_r,recent_10_trade_avg_r,recent_5_win_rate,recent_drawdown_pct,side,entry_price,stop_price,target_price,stop_distance_pct,required_leverage,close,net_r_multiple,net_pnl,reward,max_adverse_excursion_r,max_favorable_excursion_r,period
2024-01-07 14:30:00+00:00,base_tpe490,0.001847209521859447,3.667570453602954,0.0013540879739855007,1.0,0.0,74.27275584975658,-13.01189454303767,90.17000000000085,0.002034246725228266,-0.4456926729940203,14,6,0.0,0.0,0.5,0.0,short,44364.0,44456.69,44072.95339999999,0.002089306645027552,4.7862768367676,44325.99,3.022113449941376,3022.099348760095,3.022113449941376,0.0,3.022113449941376,train
2024-01-23 18:45:00+00:00,base_tpe490,0.0016714336019093422,0.9814530980082032,0.003078215579453527,1.0,0.0,42.48157034107028,-31.270944245511004,97.68785714285592,0.002487007326581748,-0.31207036675208916,18,1,0.0,0.0,0.5,0.0,short,39500.0,39654.34,39015.37240000001,0.00390734177215181,2.5592846961254954,39279.28,3.0655013130697117,3158.1392299999507,3.0655013130697117,0.0,3.0655013130697117,train
2024-02-15 08:20:00+00:00,base_tpe490,-0.0009727032563322295,-0.5159785530251536,0.001689995349084604,0.041666666666666664,0.5833333333333334,27.28255971158138,0.3353540658159524,92.41999999999929,0.0017810331341153271,-0.2664872706947073,8,3,0.0,0.0,0.5,0.0,long,51914.07,51634.01,52793.458399999996,0.005394683945989935,1.8536767121331297,51891.23,3.094875320632412,3286.1122409199857,3.094875320632412,0.0,3.094875320632412,train
2024-02-17 00:10:00+00:00,base_tpe490,0.0008194202935470083,2.661681561163197,0.0012038766016541128,0.6666666666666666,0.0,75.07395787489862,-10.157261392345376,50.12285714285723,0.0009617189216786225,-0.2205469357347098,0,5,0.0,0.0,0.5,0.0,short,52120.0,52208.0,51843.68,0.0016884113584036838,5.922727272727273,52117.99,3.0172283664017896,3302.8343759999966,3.0172283664017896,0.0,3.0172283664017896,train
2024-02-18 06:30:00+00:00,base_tpe490,0.00045309786596908557,0.16682419211093444,0.0010652675945999142,0.7916666666666666,0.0,45.000961384132026,-32.292584374034845,45.83214285714296,0.0008893639309084625,0.6393921377442668,6,6,0.0,0.0,0.5,0.0,short,51656.87,51691.1,51549.38780000002,0.0006626417744628338,15.091110137308254,51533.62,0.0,0.0,0.0,0.0,0.0,train
2024-02-18 13:25:00+00:00,base_tpe490,-0.0005551185860984035,-1.4479456342269326,0.0010434156796693774,0.4166666666666667,0.4166666666666667,18.2561555468061,3.5704977884705436,61.29499999999877,0.0011874903859677706,-0.6548677671421099,13,6,0.0,0.0,0.5,0.0,long,51628.0,51535.01,51919.9886,0.0018011544123343528,5.551994838154762,51617.26,3.023593867614666,3409.6757521999634,3.023593867614666,0.0,3.023593867614666,train
2024-02-18 17:55:00+00:00,base_tpe490,0.0006612446970512213,1.4866059127110567,0.0011002124693145197,0.7083333333333334,0.041666666666666664,74.12900412897932,-13.692688617796563,62.452857142858456,0.00120477119929647,-1.271618269255972,17,6,0.0,0.0,0.5,0.0,short,51885.88,51950.0,51684.543199999986,0.0012357890046386921,8.09199625701776,51837.94,2.9754349674961,3456.812345520215,2.9754349674961,0.0,2.9754349674961,train
2024-02-18 20:45:00+00:00,base_tpe490,-0.00033171973728837154,0.5128394579508793,0.0010848846852020678,0.16666666666666666,0.4583333333333333,30.558179247784874,9.070449629960024,54.25214285714225,0.0010481792320935022,0.3179983837615571,20,6,0.0,0.0,0.5,0.0,long,51721.51,51645.12,51961.3746,0.00147694837215695,6.770717371383741,51758.46,3.000734065291144,3589.9324870600126,3.000734065291144,0.0,3.000734065291144,train
2024-03-09 05:05:00+00:00,base_tpe490,0.00011468385568106793,0.9631510832315985,0.001531266434333231,0.375,0.041666666666666664,70.1349175341536,-2.7748589233318057,64.66285714285603,0.0009475392856498985,-0.23201592832935636,5,5,0.0,0.0,0.5,0.0,short,68249.29,68314.14,68045.66099999998,0.0009501930349752477,10.524177332304374,68242.93,0.0,0.0,0.0,0.0,0.0,train
2024-03-14 23:45:00+00:00,base_tpe490,0.0019075495091712448,1.9611050003948687,0.0036015242753006517,0.9166666666666666,0.0,85.45649006687779,-1.5035715885245509,145.52642857142615,0.002035872534316075,0.06432564047192024,23,3,0.0,0.0,0.5,0.0,short,71436.76,71709.9,70579.1004,0.0038235216714755742,2.615389909936302,71481.11,-1.044726538838261,-1287.3577959999975,-1.044726538838261,-1.0,0.0,train
2024-03-16 05:35:00+00:00,base_tpe490,-0.0008925127847149942,0.11021738325080621,0.0026836599826471426,0.20833333333333334,0.4583333333333333,26.810935067714173,9.164347732081737,186.43571428571263,0.0027022801815531168,-0.028868027534001587,5,5,0.0,0.0,0.5,0.0,long,68896.0,68775.0,69275.94,0.0017562703204830469,5.693884297520661,68992.0,3.049154466110801,3718.0703500000236,3.049154466110801,0.0,3.049154466110801,train
2024-03-17 11:35:00+00:00,base_tpe490,0.0033590871849025488,3.7228779471551756,0.0031933474133097784,1.0,0.0,75.19635736760594,-8.127895136894523,199.55714285714308,0.0029714769693411,-0.7670784903156146,11,6,0.0,0.0,0.5,0.0,short,67078.41,67360.5,66192.64740000002,0.004205376961081762,2.377908114431594,67157.56,-1.0434080302895103,-1311.0856959999846,-1.0434080302895103,-1.0,0.0,train
2024-03-18 06:00:00+00:00,base_tpe490,0.002522684460519334,3.1379728647245346,0.002603652745230979,0.8333333333333334,0.08333333333333333,81.40485557633806,-9.628278412075034,175.61928571428456,0.0025601773983944167,-0.4896149958844989,6,0,0.0,0.0,0.5,0.0,short,68624.15,68825.37,67992.31919999998,0.0029322038961502794,3.4104040353841363,68596.53,3.0822609387534516,3832.603428600066,3.0822609387534516,0.0,3.0822609387534516,train
