period,start_time,end_time,total_bars,candidate_name,target_risk_per_trade_pct,max_leverage,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,max_drawdown_pct,expectancy_r,long_trades,short_trades,long_pnl,short_pnl,avg_actual_risk_pct,max_actual_risk_pct,avg_leverage,max_leverage_observed,p95_leverage,skipped_trades,skip_rate,skip_stop_too_tight,skip_leverage_required_exceeds_cap,total_fees,total_slippage_cost,cost_as_pct_of_gross_profit
2026-Q1,2026-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,25921,tpe_trial_490,0.01,10.0,9.611113514481339,26,0.34615384615384615,1.5143189570829276,1.950340692416987,-8.50651603881499,0.37580445987240874,13,13,2572.0511789688753,7039.062335512504,0.00991247344463449,0.009999994420061192,3.5864073644287604,9.999988565596455,9.601054369830212,0,0.0,0,0,260.0,1233.3950000000002,5.277353174663677
