ema_period,lookback_bars,min_close_ratio,left_bars,right_bars,rr_target,total_periods,positive_periods,positive_ratio,total_return_sum,total_trades_sum,avg_quarter_return,median_quarter_return,min_quarter_return,max_quarter_drawdown_worst,avg_profit_factor,median_profit_factor,min_profit_factor,min_trades_per_period,avg_trades_per_period,long_trades_total,short_trades_total,plateau_score
50,20,0.75,4,3,2.0,8,8,1.0,35.10294000000012,321,4.387867500000015,4.357990000000067,1.4898999999999551,-1.9152358042829005,2.3238857038262744,2.3173715747846777,1.445227380034533,30,40.125,164,157,0.5960632263712811
55,24,0.8,3,3,2.2,8,8,1.0,27.484088000000195,224,3.4355110000000244,3.0894430000000805,2.496449999999939,-1.6296767164871546,2.6128506584444118,2.28214496563629,2.0088559403837967,18,28.0,115,109,0.5959137169551374
55,24,0.75,3,3,2.4,8,8,1.0,36.78822000000028,325,4.598527500000035,5.506677999999987,1.8518820000000158,-2.2276779161796383,2.2142368394753134,2.4581734809853177,1.4330155657035417,32,40.625,164,161,0.5948499000210101
50,24,0.8,4,3,2.0,8,8,1.0,28.209730000000093,228,3.5262162500000116,3.5191700000000603,1.4865200000000245,-1.3688015135385272,2.6665520632115687,2.6207598464908433,1.6873127427408754,19,28.5,113,115,0.5947625928025211
50,24,0.75,4,4,2.4,8,8,1.0,31.923656000000044,274,3.9904570000000055,3.8696660000000493,2.2290420000000033,-1.5881846185931474,2.261492712993635,2.2677200000706756,1.726443816544607,28,34.25,153,121,0.5939051752185004
55,28,0.75,3,3,2.2,8,8,1.0,34.72304000000035,333,4.340380000000044,4.460238000000039,2.132674000000012,-1.5650241889455834,2.112581240551515,2.1616128589468295,1.6132426603789867,29,41.625,164,169,0.5925450474980087
55,24,0.75,3,3,2.0,8,8,1.0,34.34659000000029,325,4.293323750000036,4.89861000000007,1.8800699999999892,-1.8324596041805197,2.2224656925847244,2.3236315020391443,1.5375206923466047,32,40.625,164,161,0.5922615268021989
50,28,0.8,4,3,2.2,8,8,1.0,30.513038000000048,252,3.814129750000006,4.048110000000049,1.3504699999999925,-1.5814115501439656,2.483735074052565,2.5616013693765844,1.5320391268804565,21,31.5,127,125,0.5919851535271269
50,20,0.75,3,3,2.2,8,8,1.0,34.588224000000125,304,4.323528000000016,4.056874000000066,1.0639759999999887,-1.8540397726056317,2.3581262895055755,2.220892961130826,1.2815123693610213,28,38.0,157,147,0.589602450386692
55,28,0.75,4,3,2.4,8,8,1.0,36.753334000000294,349,4.594166750000037,4.645653999999999,1.7946940000000078,-1.879105363775891,2.0760461399697654,2.138710783999288,1.4193474822009808,33,43.625,172,177,0.5890056819676491
60,24,0.75,3,3,2.2,8,8,1.0,35.371620000000405,322,4.421452500000051,5.145582000000049,1.28567799999999,-1.7049356843103114,2.179586869221204,2.23601987516502,1.388230000845499,33,40.25,156,166,0.5886274400733301
60,24,0.75,4,3,2.4,8,8,1.0,36.10680200000029,335,4.513350250000037,5.055336000000077,2.0290260000000115,-2.401892925847978,2.094084706110361,2.1406205837326135,1.4813650759759425,35,41.875,162,173,0.587349881215317
50,24,0.8,4,3,2.4,8,8,1.0,28.065456000000097,228,3.508182000000012,3.45413800000004,1.9058280000000316,-1.717006660823106,2.474529860213983,2.4962733117996154,1.7975735334728584,19,28.5,113,115,0.5872898610454983
50,28,0.8,4,3,2.0,8,8,1.0,28.730430000000062,252,3.591303750000008,3.446875000000027,1.3017099999999893,-1.6171876233412315,2.4532017464075957,2.343629018232063,1.6172840091617227,21,31.5,127,125,0.5870046220701428
60,28,0.75,4,4,2.2,8,8,1.0,33.55730400000032,281,4.19466300000004,3.9137950000000865,0.3619460000000352,-1.4274037726483046,2.4646209277949582,2.148338508546294,1.1119106807163488,29,35.125,147,134,0.5864103447551616
50,20,0.75,4,3,2.4,8,8,1.0,34.53879600000016,320,4.31734950000002,4.634502000000051,1.720852000000006,-1.7966946110775692,2.128607991509444,2.211343177169341,1.4829865223663485,30,40.0,163,157,0.586286872414739
55,20,0.85,4,3,2.2,8,8,1.0,26.509238000000135,206,3.313654750000017,3.2552309999999807,2.697808000000057,-1.6296767164871546,2.6589328723491725,2.600236415276748,1.9221415167539173,17,25.75,100,106,0.58609356320518
50,20,0.8,4,3,2.0,8,8,1.0,29.619400000000095,259,3.702425000000012,3.624160000000043,1.2622200000000028,-1.971461077482917,2.4612611841998855,2.3951582074483095,1.5287671232876565,23,32.375,124,135,0.5854291887540863
60,20,0.75,4,3,2.2,8,8,1.0,35.96311200000035,319,4.495389000000044,4.591947000000108,0.8749300000000071,-2.124958554332625,2.2150216393718845,2.2163873001082983,1.2166740960871707,31,39.875,157,162,0.5836549230404192
55,28,0.75,3,3,2.0,8,8,1.0,32.70083000000031,333,4.087603750000039,4.41337500000002,1.8966599999999945,-1.5930193084049673,2.104679086465759,2.129261574006926,1.5600881182154198,29,41.625,164,169,0.582300495009881
