candidate_name,position_mode,risk_per_trade_pct,period,ending_equity,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r,expectancy_r,avg_actual_risk_pct,max_actual_risk_pct,cap_hit_count,cap_hit_rate,total_fees,total_slippage_cost,cost_as_pct_of_gross_profit,long_trades,short_trades
tpe_trial_490,capped_3x,0.005,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.005,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.005,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
tpe_trial_490,capped_3x,0.005,2024-Q4,100000.0,0.22860456237550064,29,0.41379310344827586,1.326666627840149,1.4406464196088586,-0.2958496739477269,0.03502588302657486,0.03502588302657483,0.00029273721135893296,0.0010448930134527503,29,1.0,290.0,30.817,34.55536180269076,17,12
tpe_trial_490,capped_3x,0.005,2025-Q1,100000.0,0.9750703815825323,30,0.5666666666666667,3.2968037199508418,5.6820351184323545,-0.18841100804921634,0.721227570707191,0.7212275707071909,0.00026125677566641366,0.0008211479424809167,30,1.0,300.0,29.433000000000003,23.537586436958698,14,16
tpe_trial_490,capped_3x,0.005,2025-Q2,100000.0,0.09009782112476827,19,0.47368421052631576,1.2250971884354842,0.6560757979015295,-0.22087923931277353,0.15113089973540839,0.15113089973540805,0.00025183611342397986,0.0006714502200000055,19,1.0,190.0,17.406,42.29670680520416,10,9
tpe_trial_490,capped_3x,0.005,2025-Q3,100000.0,-0.03354832028821253,20,0.5,0.8711832900686481,-0.47118149694437367,-0.1760092706679479,0.049163937003062985,0.049163937003062985,0.00013968285880633282,0.00032051186043590937,20,1.0,200.0,15.737,95.08598739077465,10,10
tpe_trial_490,capped_3x,0.005,2025-Q4,100000.0,0.04714173052000614,26,0.4230769230769231,1.0910208793325202,0.33861879579384135,-0.25160158335277244,-0.036149879071093835,-0.03614987907109379,0.00022007419791484085,0.0009448877337897686,26,1.0,260.0,24.438000000000002,50.337316588194135,8,18
tpe_trial_490,capped_3x,0.005,2024-2025-Full,100000.0,2.790324885476725,187,0.5026737967914439,1.8243595849231613,2.5144856449474395,-0.32535637428109,0.39378955130972954,0.39378955130972926,0.0002457262818964989,0.001045012971660789,187,1.0,1870.0,213.24400000000003,33.735846851419645,82,105
tpe_trial_490,capped_3x,0.01,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.01,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.01,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
tpe_trial_490,capped_3x,0.01,2024-Q4,100000.0,0.22860456237550064,29,0.41379310344827586,1.326666627840149,1.4406464196088586,-0.2958496739477269,0.03502588302657486,0.03502588302657483,0.00029273721135893296,0.0010448930134527503,29,1.0,290.0,30.817,34.55536180269076,17,12
tpe_trial_490,capped_3x,0.01,2025-Q1,100000.0,0.9750703815825323,30,0.5666666666666667,3.2968037199508418,5.6820351184323545,-0.18841100804921634,0.721227570707191,0.7212275707071909,0.00026125677566641366,0.0008211479424809167,30,1.0,300.0,29.433000000000003,23.537586436958698,14,16
tpe_trial_490,capped_3x,0.01,2025-Q2,100000.0,0.09009782112476827,19,0.47368421052631576,1.2250971884354842,0.6560757979015295,-0.22087923931277353,0.15113089973540839,0.15113089973540805,0.00025183611342397986,0.0006714502200000055,19,1.0,190.0,17.406,42.29670680520416,10,9
tpe_trial_490,capped_3x,0.01,2025-Q3,100000.0,-0.03354832028821253,20,0.5,0.8711832900686481,-0.47118149694437367,-0.1760092706679479,0.049163937003062985,0.049163937003062985,0.00013968285880633282,0.00032051186043590937,20,1.0,200.0,15.737,95.08598739077465,10,10
tpe_trial_490,capped_3x,0.01,2025-Q4,100000.0,0.04714173052000614,26,0.4230769230769231,1.0910208793325202,0.33861879579384135,-0.25160158335277244,-0.036149879071093835,-0.03614987907109379,0.00022007419791484085,0.0009448877337897686,26,1.0,260.0,24.438000000000002,50.337316588194135,8,18
tpe_trial_490,capped_3x,0.01,2024-2025-Full,100000.0,2.790324885476725,187,0.5026737967914439,1.8243595849231613,2.5144856449474395,-0.32535637428109,0.39378955130972954,0.39378955130972926,0.0002457262818964989,0.001045012971660789,187,1.0,1870.0,213.24400000000003,33.735846851419645,82,105
tpe_trial_490,capped_3x,0.02,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.02,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.02,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
tpe_trial_490,capped_3x,0.02,2024-Q4,100000.0,0.22860456237550064,29,0.41379310344827586,1.326666627840149,1.4406464196088586,-0.2958496739477269,0.03502588302657486,0.03502588302657483,0.00029273721135893296,0.0010448930134527503,29,1.0,290.0,30.817,34.55536180269076,17,12
tpe_trial_490,capped_3x,0.02,2025-Q1,100000.0,0.9750703815825323,30,0.5666666666666667,3.2968037199508418,5.6820351184323545,-0.18841100804921634,0.721227570707191,0.7212275707071909,0.00026125677566641366,0.0008211479424809167,30,1.0,300.0,29.433000000000003,23.537586436958698,14,16
tpe_trial_490,capped_3x,0.02,2025-Q2,100000.0,0.09009782112476827,19,0.47368421052631576,1.2250971884354842,0.6560757979015295,-0.22087923931277353,0.15113089973540839,0.15113089973540805,0.00025183611342397986,0.0006714502200000055,19,1.0,190.0,17.406,42.29670680520416,10,9
tpe_trial_490,capped_3x,0.02,2025-Q3,100000.0,-0.03354832028821253,20,0.5,0.8711832900686481,-0.47118149694437367,-0.1760092706679479,0.049163937003062985,0.049163937003062985,0.00013968285880633282,0.00032051186043590937,20,1.0,200.0,15.737,95.08598739077465,10,10
tpe_trial_490,capped_3x,0.02,2025-Q4,100000.0,0.04714173052000614,26,0.4230769230769231,1.0910208793325202,0.33861879579384135,-0.25160158335277244,-0.036149879071093835,-0.03614987907109379,0.00022007419791484085,0.0009448877337897686,26,1.0,260.0,24.438000000000002,50.337316588194135,8,18
tpe_trial_490,capped_3x,0.02,2024-2025-Full,100000.0,2.790324885476725,187,0.5026737967914439,1.8243595849231613,2.5144856449474395,-0.32535637428109,0.39378955130972954,0.39378955130972926,0.0002457262818964989,0.001045012971660789,187,1.0,1870.0,213.24400000000003,33.735846851419645,82,105
tpe_trial_490,capped_3x,0.03,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.03,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.03,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
tpe_trial_490,capped_3x,0.03,2024-Q4,100000.0,0.22860456237550064,29,0.41379310344827586,1.326666627840149,1.4406464196088586,-0.2958496739477269,0.03502588302657486,0.03502588302657483,0.00029273721135893296,0.0010448930134527503,29,1.0,290.0,30.817,34.55536180269076,17,12
tpe_trial_490,capped_3x,0.03,2025-Q1,100000.0,0.9750703815825323,30,0.5666666666666667,3.2968037199508418,5.6820351184323545,-0.18841100804921634,0.721227570707191,0.7212275707071909,0.00026125677566641366,0.0008211479424809167,30,1.0,300.0,29.433000000000003,23.537586436958698,14,16
tpe_trial_490,capped_3x,0.03,2025-Q2,100000.0,0.09009782112476827,19,0.47368421052631576,1.2250971884354842,0.6560757979015295,-0.22087923931277353,0.15113089973540839,0.15113089973540805,0.00025183611342397986,0.0006714502200000055,19,1.0,190.0,17.406,42.29670680520416,10,9
tpe_trial_490,capped_3x,0.03,2025-Q3,100000.0,-0.03354832028821253,20,0.5,0.8711832900686481,-0.47118149694437367,-0.1760092706679479,0.049163937003062985,0.049163937003062985,0.00013968285880633282,0.00032051186043590937,20,1.0,200.0,15.737,95.08598739077465,10,10
tpe_trial_490,capped_3x,0.03,2025-Q4,100000.0,0.04714173052000614,26,0.4230769230769231,1.0910208793325202,0.33861879579384135,-0.25160158335277244,-0.036149879071093835,-0.03614987907109379,0.00022007419791484085,0.0009448877337897686,26,1.0,260.0,24.438000000000002,50.337316588194135,8,18
tpe_trial_490,capped_3x,0.03,2024-2025-Full,100000.0,2.790324885476725,187,0.5026737967914439,1.8243595849231613,2.5144856449474395,-0.32535637428109,0.39378955130972954,0.39378955130972926,0.0002457262818964989,0.001045012971660789,187,1.0,1870.0,213.24400000000003,33.735846851419645,82,105
tpe_trial_490,capped_3x,0.05,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.05,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.05,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
tpe_trial_490,capped_3x,0.05,2024-Q4,100000.0,0.22860456237550064,29,0.41379310344827586,1.326666627840149,1.4406464196088586,-0.2958496739477269,0.03502588302657486,0.03502588302657483,0.00029273721135893296,0.0010448930134527503,29,1.0,290.0,30.817,34.55536180269076,17,12
tpe_trial_490,capped_3x,0.05,2025-Q1,100000.0,0.9750703815825323,30,0.5666666666666667,3.2968037199508418,5.6820351184323545,-0.18841100804921634,0.721227570707191,0.7212275707071909,0.00026125677566641366,0.0008211479424809167,30,1.0,300.0,29.433000000000003,23.537586436958698,14,16
tpe_trial_490,capped_3x,0.05,2025-Q2,100000.0,0.09009782112476827,19,0.47368421052631576,1.2250971884354842,0.6560757979015295,-0.22087923931277353,0.15113089973540839,0.15113089973540805,0.00025183611342397986,0.0006714502200000055,19,1.0,190.0,17.406,42.29670680520416,10,9
tpe_trial_490,capped_3x,0.05,2025-Q3,100000.0,-0.03354832028821253,20,0.5,0.8711832900686481,-0.47118149694437367,-0.1760092706679479,0.049163937003062985,0.049163937003062985,0.00013968285880633282,0.00032051186043590937,20,1.0,200.0,15.737,95.08598739077465,10,10
tpe_trial_490,capped_3x,0.05,2025-Q4,100000.0,0.04714173052000614,26,0.4230769230769231,1.0910208793325202,0.33861879579384135,-0.25160158335277244,-0.036149879071093835,-0.03614987907109379,0.00022007419791484085,0.0009448877337897686,26,1.0,260.0,24.438000000000002,50.337316588194135,8,18
tpe_trial_490,capped_3x,0.05,2024-2025-Full,100000.0,2.790324885476725,187,0.5026737967914439,1.8243595849231613,2.5144856449474395,-0.32535637428109,0.39378955130972954,0.39378955130972926,0.0002457262818964989,0.001045012971660789,187,1.0,1870.0,213.24400000000003,33.735846851419645,82,105
tpe_trial_490,capped_3x,0.1,2024-Q1,100000.0,0.6887701708633287,17,0.7647058823529411,5.8568268818121965,6.66640169795957,-0.08984316311235273,1.491866816779691,1.491866816779691,0.00024015642633185453,0.00048548028043349066,17,1.0,170.0,26.662000000000006,23.6775279227115,5,12
tpe_trial_490,capped_3x,0.1,2024-Q2,100000.0,0.42161330802248376,24,0.5416666666666666,1.9629152217512276,2.8735763439039363,-0.22907294793984728,0.7601638963810019,0.7601638963810018,0.0002633744409192802,0.00044328805910881524,24,1.0,240.0,32.862,31.747918487272266,9,15
tpe_trial_490,capped_3x,0.1,2024-Q3,100000.0,0.3127226111571568,22,0.4090909090909091,1.6781074099489641,2.2232996885335186,-0.32272469519934743,0.09812146984658841,0.09812146984658843,0.0002690439516350098,0.0010385108841068288,22,1.0,220.0,32.787,32.664362541955086,9,13
