trade_id,side,pivot1_time,pivot2_time,confirm_time,entry_time,entry_price,stop_price,target_price,pivot1_price,pivot2_price,stoch_p1,stoch_p2,channel_state_p1,channel_state_p2,exit_reason,valid_time_order,valid_price_divergence,valid_osc_divergence,valid_channel_state,valid_trigger_break,valid_stop_structure,valid_target_rr,valid_all
338,short,2025-12-03 00:50:00+00:00,2025-12-03 02:25:00+00:00,2025-12-03 02:40:00+00:00,2025-12-03 02:45:00+00:00,92806.76,93051.64,92317.0,91747.99,93051.64,87.3,86.5,inside_or_above_low,above_channel,target,True,True,True,True,True,True,True,True
339,short,2025-12-07 23:55:00+00:00,2025-12-08 00:35:00+00:00,2025-12-08 00:50:00+00:00,2025-12-08 00:55:00+00:00,90400.03,90627.11,89945.87,90471.66,90627.11,94.7,81.0,inside_or_above_low,above_channel,stop,True,True,True,True,True,True,True,True
340,short,2025-12-09 11:05:00+00:00,2025-12-09 12:20:00+00:00,2025-12-09 12:35:00+00:00,2025-12-09 13:00:00+00:00,90545.68,90690.35,90256.34,90359.94,90690.35,91.4,83.5,inside_or_above_low,above_channel,stop,True,True,True,True,True,True,True,True
341,long,2025-12-09 13:45:00+00:00,2025-12-09 14:30:00+00:00,2025-12-09 14:45:00+00:00,2025-12-09 15:00:00+00:00,90446.0,90004.73,91328.54,90174.66,90004.73,8.6,20.3,inside_or_below_high,below_channel,target,True,True,True,True,True,True,True,True
342,long,2025-12-09 20:25:00+00:00,2025-12-09 21:55:00+00:00,2025-12-09 22:10:00+00:00,2025-12-09 22:35:00+00:00,92737.8,92254.92,93703.56,92767.71,92254.92,9.6,20.3,inside_or_below_high,below_channel,stop,True,True,True,True,True,True,True,True
343,short,2025-12-11 06:40:00+00:00,2025-12-11 09:30:00+00:00,2025-12-11 09:45:00+00:00,2025-12-11 09:50:00+00:00,90331.58,90504.19,89986.36,90450.97,90504.19,84.6,78.6,inside_or_above_low,above_channel,target,True,True,True,True,True,True,True,True
344,long,2025-12-20 00:05:00+00:00,2025-12-20 00:50:00+00:00,2025-12-20 01:05:00+00:00,2025-12-20 01:10:00+00:00,88063.43,87961.6,88267.09,88022.82,87961.6,7.1,15.1,inside_or_below_high,below_channel,target,True,True,True,True,True,True,True,True
345,long,2025-12-21 06:50:00+00:00,2025-12-21 07:40:00+00:00,2025-12-21 07:55:00+00:00,2025-12-21 08:00:00+00:00,88130.54,88054.61,88282.4,88068.36,88054.61,11.2,25.1,inside_or_below_high,below_channel,target,True,True,True,True,True,True,True,True
346,short,2025-12-23 10:25:00+00:00,2025-12-23 11:20:00+00:00,2025-12-23 11:35:00+00:00,2025-12-23 11:40:00+00:00,87780.0,87890.0,87560.0,87650.0,87890.0,86.4,86.4,inside_or_above_low,above_channel,stop,True,True,True,True,True,True,True,True
347,short,2025-12-23 16:00:00+00:00,2025-12-23 17:05:00+00:00,2025-12-23 17:20:00+00:00,2025-12-23 17:25:00+00:00,88044.34,88275.4,87582.22,88189.64,88275.4,88.5,82.4,inside_or_above_low,above_channel,target,True,True,True,True,True,True,True,True
348,short,2025-12-24 10:20:00+00:00,2025-12-24 11:20:00+00:00,2025-12-24 11:35:00+00:00,2025-12-24 11:40:00+00:00,87272.0,87359.59,87096.82,87116.72,87359.59,93.0,87.4,inside_or_above_low,above_channel,stop,True,True,True,True,True,True,True,True
349,long,2025-12-24 13:30:00+00:00,2025-12-24 14:35:00+00:00,2025-12-24 14:50:00+00:00,2025-12-24 14:55:00+00:00,87091.09,86420.0,88433.27,87038.44,86420.0,15.3,30.8,inside_or_below_high,below_channel,target,True,True,True,True,True,True,True,True
350,long,2025-12-28 15:55:00+00:00,2025-12-28 16:25:00+00:00,2025-12-28 16:40:00+00:00,2025-12-28 17:05:00+00:00,87844.52,87740.0,88053.56,87824.18,87740.0,13.4,19.4,inside_or_below_high,below_channel,stop,True,True,True,True,True,True,True,True
