candidate_name,position_mode,risk_per_trade_pct,period,ending_equity,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,max_drawdown_pct,avg_r,expectancy_r,avg_actual_risk_pct,max_actual_risk_pct,cap_hit_count,cap_hit_rate,total_fees,total_slippage_cost,cost_as_pct_of_gross_profit,long_trades,short_trades,long_pnl,short_pnl
tpe_trial_490,capped_3x,0.005,2025-Q2,100000.0,0.2978969906741069,19,0.47368421052631576,2.0234417762011554,2.218109898693518,-0.204753527311842,0.9594934932051534,0.9594934932051531,0.0002518744652211759,0.0006714502200000055,19,1.0,0.0,0.0,0.0,10,9,234.97431608741354,62.922674586680145
tpe_trial_490,capped_3x,0.005,2025-Q3,100000.0,0.18232369237067836,20,0.6,2.085860470450413,2.720818274694386,-0.11935389877567609,1.4820250913931692,1.4820250913931692,0.00013967605236401957,0.00032037371873524487,20,1.0,0.0,0.0,0.0,10,10,-26.90428603001022,209.2279784007201
tpe_trial_490,capped_3x,0.005,2025-Q4,100000.0,0.33189778170559237,26,0.4230769230769231,1.9364953192390018,2.3898270974590607,-0.14520802581006936,0.7501458977772308,0.7501458977772306,0.00022007993008340816,0.000945083437850228,26,1.0,0.0,0.0,0.0,8,18,-100.25202290194657,432.14980460754987
tpe_trial_490,capped_3x,0.005,2024-2025-Full,100000.0,4.915086404558688,187,0.5133689839572193,3.055412699892456,4.420551961469284,-0.23096906665178388,1.1236578322080646,1.1236578322080648,0.00024572964475796087,0.0010448155099609382,187,1.0,0.0,0.0,0.0,82,105,2204.2714130966206,2710.81499146197
tpe_trial_490,capped_5x,0.005,2024-Q1,100000.0,2.479310625014053,17,0.7647058823529411,10.13502718632242,8.37692093002738,-0.17784400602660944,2.1633653125599284,2.163365312559928,0.0006672804975839722,0.0013485822840812692,17,1.0,0.0,0.0,0.0,5,12,1102.282287714886,1377.0283372992083
tpe_trial_490,capped_5x,0.005,2024-Q2,100000.0,1.941543299457682,24,0.5416666666666666,3.216523100601358,4.772614746598821,-0.44690595037418446,1.2407170963966208,1.240717096396621,0.0007318472291751383,0.0012319860396864215,24,1.0,0.0,0.0,0.0,9,15,782.7596706188228,1158.7836288388448
tpe_trial_490,capped_5x,0.005,2024-Q3,100000.0,1.577511987555269,22,0.4090909090909091,2.814489863439247,4.091977001471499,-0.6405735193540997,0.6922898350408077,0.6922898350408078,0.0007474844595422348,0.0028851949641142925,22,1.0,0.0,0.0,0.0,9,13,558.7164496206451,1018.7955379346632
tpe_trial_490,capped_5x,0.005,2024-Q4,100000.0,1.5331361676172328,29,0.41379310344827586,2.0752124690394824,3.4954646158670997,-0.5674840705500392,0.7117414423401186,0.7117414423401183,0.000813476777038272,0.002903512780285079,29,1.0,0.0,0.0,0.0,17,12,665.5549993215484,867.5811682956903
tpe_trial_490,capped_5x,0.005,2025-Q1,100000.0,3.667268911055177,30,0.5666666666666667,5.613700536755805,7.567154114213965,-0.40604381908211934,1.3441348085379956,1.344134808537996,0.0007259501613218475,0.0022807701982629058,30,1.0,0.0,0.0,0.0,14,16,2643.612633252989,1023.6562778022052
tpe_trial_490,capped_5x,0.005,2025-Q2,100000.0,0.8277904709452111,19,0.47368421052631576,2.02240045774577,2.219244619952773,-0.5675416595526774,0.9594934932051534,0.9594934932051531,0.0006997523842055536,0.0018655862400000155,19,1.0,0.0,0.0,0.0,10,9,653.3240431498442,174.4664277953841
