candidate_name,total_periods,positive_periods,positive_ratio,total_return_sum,total_trades_sum,avg_quarter_return,median_quarter_return,min_quarter_return,max_quarter_drawdown_worst,avg_profit_factor,median_profit_factor,min_profit_factor,min_trades_per_period,avg_trades_per_period,long_trades_total,short_trades_total,walk_forward_score
aggressive_ema34_A,8,8,1.0,20.23610000000009,166,2.529512500000011,2.5709179999999554,0.43927200000004607,-1.8942672760212411,2.5570715912937496,2.4384650111607704,1.194573907805176,14,20.75,89,77,0.5120505744967886
robust_ema55,8,8,1.0,25.41548000000018,235,3.1769350000000225,2.88061200000006,1.7815260000000332,-1.6856801295075645,2.3426341631538063,2.050403878742046,1.6039808247786205,20,29.375,120,115,0.568170590501298
stable_ema34_B,8,8,1.0,17.618510000000054,166,2.2023137500000067,2.178869999999977,0.18501000000004098,-1.9937223559159243,2.431931766480196,2.372914066807752,1.081949495262707,14,20.75,89,77,0.49097536885493864
