entry_time,exit_time,side,entry_price_raw,entry_price_filled,exit_price_raw,exit_price_filled,qty,notional,target_risk_amount,actual_risk_amount,target_risk_pct,actual_risk_pct,stop_distance,raw_qty,max_qty,cap_hit,stop_price,target_price,gross_pnl,fees,slippage_cost,net_pnl,r_multiple,equity_before,equity_after,exit_reason,bars_held,position_mode,risk_per_trade_pct,period
2024-01-07 03:10:00+00:00,2024-01-07 13:25:00+00:00,long,44008.45,44013.45,44393.55999999999,44388.55999999999,2.8563,125701.335735,500.0,499.99531499998756,0.005,0.004999953149999876,175.04999999999563,2.8563267637818477,2267748.5801022304,False,43833.4,44393.55999999999,1071.426692999981,101.00106446519999,28.563000000000002,970.425628534781,1.9408694430162914,100000.0,100970.42562853478,target,122,uncapped,0.005,2024-Q1
2024-01-07 17:20:00+00:00,2024-01-07 23:30:00+00:00,long,43946.91,43951.91,43700.0,43695.0,2.0446,89853.852186,504.8521281426739,504.83218600000714,0.005,0.004999802495210428,246.9100000000035,2.0446807668489195,2292961.7974893646,False,43700.0,44490.11200000001,-525.2781860000072,71.68114887440001,20.445999999999998,-596.9593348744072,-1.182490640314282,100970.42562853478,100373.46629366037,stop,73,uncapped,0.005,2024-Q1
2024-01-10 03:35:00+00:00,2024-01-10 04:55:00+00:00,short,46136.01,46131.01,45968.94200000001,45973.94200000001,6.608700000000001,304899.04928700003,501.86733146830187,501.86467799996734,0.005,0.0049999735640460325,75.93999999999505,6.608734941642541,2171250.173878047,False,46211.95,45968.94200000001,1038.0152915999474,243.47759851296007,66.087,794.5376930869874,1.5831711772451917,100373.46629366037,101168.00398674735,target,15,uncapped,0.005,2024-Q1
2024-01-12 11:20:00+00:00,2024-01-12 11:25:00+00:00,short,46054.31,46049.31,46135.88,46140.88,6.2012,285591.987172,505.84001993373676,505.8318839999982,0.005,0.0049999195799717506,81.56999999999971,6.201299741740083,2192319.6579598705,False,46135.88,45874.856,-567.8438839999982,228.6759224912,62.012,-796.5198064911982,-1.5746729925217626,101168.00398674735,100371.48418025616,stop,0,uncapped,0.005,2024-Q1
2024-01-13 10:30:00+00:00,2024-01-13 11:00:00+00:00,long,42749.44,42754.44,42627.63,42622.63,4.12,176127.69280000002,501.8574209012808,501.8572000000204,0.005,0.004999997799163157,121.81000000000495,4.120001813490357,2343208.275555886,False,42627.63,43017.42200000001,-543.0572000000204,140.70141136,41.2,-683.7586113600205,-1.3624565142434795,100371.48418025616,99687.72556889613,stop,5,uncapped,0.005,2024-Q1
2024-01-16 11:55:00+00:00,2024-01-16 12:10:00+00:00,long,42820.0,42825.0,42966.189999999995,42961.189999999995,7.500900000000001,321188.538,498.43862784448066,498.4348049999782,0.005,0.004999961651803363,66.44999999999709,7.500957529638864,2323410.784808125,False,42753.55,42966.189999999995,1021.547570999963,257.3894530284,75.009,764.158117971563,1.5331154853273066,99687.72556889613,100451.88368686769,target,2,uncapped,0.005,2024-Q1
2024-01-16 18:55:00+00:00,2024-01-16 20:10:00+00:00,long,42974.0,42979.0,43281.362,43276.362,3.595,154491.53,502.25941843433844,502.2574499999969,0.005,0.004999980404206778,139.70999999999913,3.595014089430546,2332831.0227434644,False,42834.29,43281.362,1069.0163900000036,124.03521055600001,35.95,944.9811794440036,1.881467720277737,100451.88368686769,101396.86486631169,target,14,uncapped,0.005,2024-Q1
2024-01-17 11:15:00+00:00,2024-01-17 12:35:00+00:00,short,42760.0,42755.0,42560.78999999999,42565.78999999999,5.5989,239408.964,506.98432433155847,506.98039500001636,0.005,0.004999961247997685,90.55000000000291,5.598943394053475,2366561.5653284364,False,42850.55,42560.78999999999,1059.3678690000359,191.0810284524,55.989000000000004,868.2868405476358,1.7126635450027763,101396.86486631169,102265.15170685932,target,15,uncapped,0.005,2024-Q1
2024-01-18 09:35:00+00:00,2024-01-18 10:00:00+00:00,long,42799.5,42804.5,42709.61,42704.61,5.6883,243456.39585,511.32575853429665,511.3212869999967,0.005,0.004999956275092489,89.88999999999942,5.688349744513293,2384624.2051565396,False,42709.61,42997.258,-568.2042869999967,194.5605881652,56.882999999999996,-762.7648751651967,-1.4917526309934397,102265.15170685932,101502.38683169412,stop,4,uncapped,0.005,2024-Q1
2024-01-18 15:35:00+00:00,2024-01-18 16:10:00+00:00,short,42708.0,42703.0,42483.6,42488.6,4.9756,212497.9248,507.51193415847064,507.51120000000003,0.005,0.004999992767081706,102.0,4.9756071976320655,2371908.8592398977,False,42810.0,42483.6,1066.7686400000073,169.55172998400002,49.756,897.2169100160072,1.7678760784313867,101502.38683169412,102399.60374171013,target,6,uncapped,0.005,2024-Q1
